"region","region_jpn","type","int_country","producer","producer_jpn","vintage","store_price","name","name_jpn","sort_order","general_region","aoc_order"
"Champagne / Côte des Blancs","シャンパーニュ地方 / コート・デ・ブラン地区","1","1","Avize","アヴィーズ","2006","25000","Agrapart et Fils Grand Cru Brut Nature Blancs de Blanc Cuvée Vénus ","アグラパール・エ・フィス・グラン・クリュ・ブリュット・ナチュール・ブラン・ド・ブラン・キュヴェ・ヴェニュス","795","1","3"
"Champagne / Montagne de Reims","シャンパーニュ地方 / モンターニュ・ド・ランス地区","1","1","Reims","ランス　","2004","22800","Taittinger Blanc de Blancs Brut Comtes de Champagne","テタンジェ・ブラン・ドゥ・ブラン・ブリュット・コント・ドゥ・シャンパーニュ","796","1","1"
"Bourgogne / Côte de Beaune","ブルゴーニュ地方 / コート・ドゥ・ボーヌ地区","3","1","Dom. Jacques Prieur","ドメーヌ・ジャック・プリウル","2010","8400","Beaune 1er Cru Champs Pimont","ボーヌ・プルミエ・クリュ・シャン・ピモン","797","11","316"
"Bourgogne / Côte de Beaune","ブルゴーニュ地方 / コート・ドゥ・ボーヌ地区","3","1","Dom. Jacques Prieur","ドメーヌ・ジャック・プリウル","2010","15750","Puligny-Montrachet 1er Cru les Combette","ピュリニー・モンラッシェ・プルミエ・クリュ・レ・コンベット","798","11","324"
"Bourgogne / Côte de Beaune","ブルゴーニュ地方 / コート・ドゥ・ボーヌ地区","5","1","Dom. Jacques Prieur","ドメーヌ・ジャック・プリウル","2010","15750","Gevrey-Chambertin 1er Cru","ジュヴレ・シャンベルタン・プルミエ・クリュ","799","11","300"
"Bourgogne / Côte de Beaune","ブルゴーニュ地方 / コート・ドゥ・ボーヌ地区","5","1","Dom. Jacques Prieur","ドメーヌ・ジャック・プリウル","2010","8400","Beaune 1er Cru Champs Pimont","ボーヌ・プルミエ・クリュ・シャン・ピモン","800","11","316"
"Bourgogne / Côte de Beaune","ブルゴーニュ地方 / コート・ドゥ・ボーヌ地区","5","1","Dom. Jacques Prieur","ドメーヌ・ジャック・プリウル","2010","38000","Chambertin Grand Cru","シャンベルタン・グラン・クリュ","801","11","300"
"East Sussex","イースト･サセックス州","1","11","Ridgeview Wine Estate","リッジヴュー・ワイン・エステート","2010","6800","Ridgeview Cavendish Brut","リッジヴュー・キャヴェンディッシュ","802","5","1"
"East Sussex","イースト･サセックス州","1","11","Ridgeview Wine Estate","リッジヴュー・ワイン・エステート","2010","7800","Ridgeview Grosvenor Brut","リッジヴュー・グロスヴェノア","803","5","1"
"East Sussex","イースト･サセックス州","1","11","Ridgeview Wine Estate","リッジヴュー・ワイン・エステート","2010","7800","Ridgeview Kingsbridge Brut","リッジヴュー・キングスブリッジ","804","5","1"
"Provence","プロヴァンス地方","3","1","Dom. de Trévallon","ドメーヌ・ド・トレヴァロン","1999","17000","Vin de Pays des Bouches du Rhône","ヴァン・ド・ペイ・ドゥ・ブッシュ・デュ・ローヌ","808","16","1"
"Bourgogne / Côte de Nuits","ブルゴーニュ地方 / コート・ドゥ・ニュイ地区","5","1","Dom. Jacques Frédéric Mugnier","ドメーヌ・ジャック・フレデリック・ミュニュエ","1995","58000","Bonnes-Mares Grand Cru","ボンヌ・マール・グラン・クリュ","809","11","221"
"Provence","プロヴァンス地方","5","1","Dom. Tempier","ドメーヌ・タンピエ","2011","10500","Bandol Cuvée Spéciale la Tourtine","バンドール・キュヴェ・スペシャル・ラ・トゥルティーヌ","810","16","1"
"Provence","プロヴァンス地方","5","1","Dom. Tempier","ドメーヌ・タンピエ","2011","10500","Bandol Cuvée Spéciale la Migoua","バンドール・キュヴェ・スペシャル・ラ・ミグア","811","16","1"
"Provence","プロヴァンス地方","5","1","Dom. Tempier","ドメーヌ・タンピエ","2008","3800","Bandol ","バンドール","812","16","1"
"Provence","プロヴァンス地方","3","1","Dom. Tempier","ドメーヌ・タンピエ","2012","7350","Bandol ","バンドール","813","16","1"
"Alsace / Musucat","アルザス地方  / ミュスカ","3","1","Dom. Jean-Marc Bernhard","ドメーヌ・ジャン・マルク・ベルナール","2012","6800","Musucat Tradition","ミュスカ・トラディション","820","7","5"
"Savoie","サヴォワ地方","3","1","les Fils de René Quénard","レ・フィス・ドゥ・カナール","2010","7350","Vin de Savoie Chignin-Bergeron la Cigale","ヴァン・ドゥ・サヴォワ・シニャン・ベルジュロン・ラ・シガル","821","13","1"
"Vallée de la Loire / Autres Vignobles de Loire","ロワール河流域 / その他の栽培地域","4","1","Famille Laurent","ファミーユ・ローラン","M.A.(2008)","5800","V.d.T. L'indocile","ヴァン・ドゥ・ターヴル・リンドシール","822","8","305"
"Savoie","サヴォワ地方","1","1","Dom. Belluard","ドメーヌ・ベリュアール","2009","7350","Savoie Ayse Brut Zero Mont Blanc","サヴォワ・エーズ・ブリュット・ゼロ・モン・ブラン","823","5","1"
"Champagne / Côte des Blancs","シャンパーニュ地方 / コート・デ・ブラン地区","1","1","Avize","アヴィーズ","2006","15000","Agrapart et Fils Grand Cru Extra Brut Blancs de Blanc Minéral ","アグラパール・エ・フィス・グラン・クリュ・エクストラ・ブリュット・ブラン・ド・ブラン・ミネラル","824","1","3"
"Champagne / Côte des Blancs","シャンパーニュ地方 / コート・デ・ブラン地区","1","1","Avize","アヴィーズ","S.A.","10800","Agrapart et Fils Grand Cru Extra Brut Blancs de Blanc Terroirs","アグラパール・エ・フィス・グラン・クリュ・エクストラ・ブリュット・ブラン・ド・ブラン・テロワール","825","1","3"
"Champagne / Montagne de Reims","シャンパーニュ地方 / モンターニュ・ド・ランス地区","1","1","Verzenay","ヴェルズネイ","S.A.","10500","Mouzon Leroux & Fils Grand Cru Brut Cuvée Mouzon - Juillet","ムーゾン・ルルー・エ・フィス・グラン・クリュ・ブリュット・キュヴェ・ムーゾン・ジュイエ","826","1","1"
"Bourgogne / Côte de Beaune","ブルゴーニュ地方 / コート・ドゥ・ボーヌ地区","5","1","Dom. Simon Bize","ドメーヌ・シモン・ビーズ","1993","24000","Aloxe Corton 1er Cru Suchots","アロース・コルトン・プルミエ・クリュ・スショ","827","11","309"
"Bourgogne / Côte de Beaune","ブルゴーニュ地方 / コート・ドゥ・ボーヌ地区","5","1","Dom. Guy Prieur","ドメーヌ・ギィ・プリウール","1972","23000","Corton Perrières","コルトン・ペリエール","828","11","307"
"Bourgogne / Côte de Nuits","ブルゴーニュ地方 / コート・ドゥ・ニュイ地区","5","1","Dom. René Engel","ドメーヌ・ルネ・アンジェル","1999","48000","Echézeaux Grand Cru","エシェゾー・グラン・クリュ","829","11","226"
"Bourgogne / Côte de Nuits","ブルゴーニュ地方 / コート・ドゥ・ニュイ地区","5","1","Dom. René Engel","ドメーヌ・ルネ・アンジェル","1995","48000","Clos de Vougeot Grand Cru","クロ・ド・ヴージョ・グラン・クリュ","830","11","223"
"Bourgogne / Côte de Nuits","ブルゴーニュ地方 / コート・ドゥ・ニュイ地区","5","1","Dom. René Engel","ドメーヌ・ルネ・アンジェル","1996","48000","Clos de Vougeot Grand Cru","クロ・ド・ヴージョ・グラン・クリュ","831","11","223"
"Vallée du Rhône / Vignoble Septentrional","ローヌ河流域 / ローヌ地方北部の栽培地域","3","1","Dom. Georges Vernay","ドメーヌ・ジョルジュ・ヴェルネ","1997","21000","Condrieu Coteau de Vernon","コンドリュー・コトー・ド・ヴェルノン","832","14","3"
"Vallée du Rhône / Vignoble Septentrional","ローヌ河流域 / ローヌ地方北部の栽培地域","3","1","Dom. Jean Michel Gerin","ドメーヌ・ジャン・ミッシェル・ジュラン","2005","9450","Condrieu la Loye","コンドリュー・ラ・ロワイエ","833","14","3"
"Provence","プロヴァンス地方","5","1","Ch. de Pibarnon","シャトー・ドゥ・ピバルノン","2003","10500","Bandol","バンドール","834","16","1"
"Champagne / Montagne de Reims","シャンパーニュ地方 / モンターニュ・ド・ランス地区","1","1","Reims","ランス　","2004","14000","Bruno Paillard Brut Assemblage","ブルーノ･パイヤール・ブリュット・アッサンブラージュ","835","1","1"
"Bordeaux / Rive Droit de la Dordogne / Côtes de Castillon","ボルドー地方 / ドルドーニュ右岸地区 / コート・ド・カスティヨン","5","1","Philippe Carrille","フィリップ・カリーユ","2000","8800","Poupille","プピーユ","836","9","13"
"Bordeaux / Pomerol","ボルドー地方 / ポムロル地区","5","1","","","1997","21800","Pensées de Lafleur","パンセ・ドゥ・ラフルール","838","9","12"
"Vallée du Rhône / Vignoble Septentrional","ローヌ河流域 / ローヌ地方北部の栽培地域","5","1","Dom. Alain Graillot","ドメーヌ・アラン・グライヨ","2011","6300","Crozes-Hermitage","クローズ・エルミタージュ","839","14","7"
"Vallée du Rhône / Vignoble Septentrional","ローヌ河流域 / ローヌ地方北部の栽培地域","5","1","Dom. Alain Graillot","ドメーヌ・アラン・グライヨ","2011","7800","Crozes-Hermitage la Guiraude","クローズ・エルミタージュ・ラ・ギロード","840","14","7"
"Vallée du Rhône / Vignoble Septentrional","ローヌ河流域 / ローヌ地方北部の栽培地域","3","1","Dom. Andre Perret","ドメーヌ・アンドレ・ペレ","2011","11800","Condrieu Chery","コンドリュー・シェリー","841","14","3"
"Vallée du Rhône / Vignoble Septentrional","ローヌ河流域 / ローヌ地方北部の栽培地域","5","1","Dom. Andre Perret","ドメーヌ・アンドレ・ペレ","2011","7500","Saint-Joséph les Grisieres","サン・ジョセフ・レ・グリジエール","842","14","4"
"Bourgogne / Côte de Beaune","ブルゴーニュ地方 / コート・ドゥ・ボーヌ地区","3","1","Dom. Au Pied du Mont Chauve","ドメーヌ・オゥ・ピエ・デュ・モン・ショーヴ","2011","17800","Corton Charlemagne Grand Cru","コルトン・シャルルマーニュ・グラン・クリュ","845","11","302"
"Bourgogne / Chablis","ブルゴーニュ地方 / シャブリ地区","3","1","Dom. Patrick Piuzu","ドメーヌ・パトリック・ピウズ","2012","13650","Chablis Grand Cru les Clos","シャブリ・グラン・クリュ・レ・クロ","846","11","1"
"Bourgogne / Chablis","ブルゴーニュ地方 / シャブリ地区","3","1","Dom. Patrick Piuzu","ドメーヌ・パトリック・ピウズ","2012","8800","Chablis Grand Cru Bougros","シャブリ・グラン・クリュ・ブーグロ","847","11","1"
"Vallée de la Loire / Touraine","ロワール河流域  / トゥーレーヌ地区","3","1","Dom. de Belliviére","ドメーヌ・ド・ベリヴィエール","2011","9450","Jasnières Cuvée Calligrame","ジャニエール・キュヴェ・カリグラム","848","8","203"
"Champagne / Côte des Blancs","シャンパーニュ地方 / コート・デ・ブラン地区","1","1","le Mesnil-sur-Oger","ル・メニル・スュル・オジェ","1988","105000","Alain Robert Grand Cru Brut Blanc de Blancs Mesnil Réserve","アラン・ロベール・グラン・クリュ・ブリュット・ブラン･ド･ブラン・メニル・レゼルヴ","851","1","3"
"Vallée du Rhône / Vignoble Méridional","ローヌ河流域 / ローヌ地方南部の栽培地域","3","1","Ch. de Beaucastel","シャトー・ド・ボーカステル","2011","12600","Châteauneuf-du-Pape ","シャトーヌッフ・デュ・パプ","852","14","50"
"Vallée du Rhône / Vignoble Méridional","ローヌ河流域 / ローヌ地方南部の栽培地域","5","1","Ch. de Beaucastel","シャトー・ド・ボーカステル","2010","14700","Châteauneuf-du-Pape ","シャトーヌッフ・デュ・パプ","853","14","50"
"Vallée du Rhône / Vignoble Méridional","ローヌ河流域 / ローヌ地方南部の栽培地域","3","1","Ch. de Beaucastel","シャトー・ド・ボーカステル","2011","21000","Châteauneuf-du-Pape Vieilles Vignes","シャトーヌッフ・デュ・パプ・ヴィエーユ・ヴィーニュ","854","14","50"
"Champagne / Côte des Blancs","シャンパーニュ地方","1","1","Vertus","ヴェルテュ","S.A.","12800","Person L'Audacieuse Rosé Brut","ペルソン・ローダスィゥーズ・ロゼ・ブリュット","855","1","3"
"Rheingau","ラインガウ地区","3","3","Georg Breuer","ゲオルグ・ブロイヤー","2011","15000","Riesling Q.b.P. Rüdesheimer Berg Schlossberg Trocken","リースリング・クワリテーツヴァイン・ベシュティムテ・プラディカート・リューデスハイム・ベルグ・シュロスベルグ・トロッケン","856","18","2"
"Roussillon","ルーション地方","5","1","Dom. Gauby","ドメーヌ・ゴービー","1997","21000","Côtes du Roussillon Villages Cuvée Muntada","コート・デュ・ルーシヨン・ヴィラージュ・キュヴェ・ムンタダ","857","27","2"
"Roussillon","ルーション地方","5","1","Dom. Gauby","ドメーヌ・ゴービー","1995","22800","Côtes du Roussillon Villages Cuvée Muntada","コート・デュ・ルーシヨン・ヴィラージュ・キュヴェ・ムンタダ","858","27","2"
"Vallée du Rhône / Vignoble Septentrional","ローヌ河流域 / ローヌ地方北部の栽培地域","3","1","Cuilleron et Gaillard et Villard","キュイロン・エ・ガイヤール・エ・ヴィラール","2004","10500","Condrieu les Vins de Vienne","コンドリュー・レ・ヴァン・ドゥ・ヴィエンヌ","859","14","3"
"Vallée du Rhône / Vignoble Méridional","ローヌ河流域 / ローヌ地方南部の栽培地域","5","1","Ch. Rayas","シャトー・ライヤス","2008","31500","Châteauneuf-du-Pape","シャトーヌッフ・デュ・パプ","860","14","50"
"Vallée du Rhône / Vignoble Méridional","ローヌ河流域 / ローヌ地方南部の栽培地域","5","1","Ch. Rayas","シャトー・ライヤス","2008","19500","Châteauneuf-du-Pape Pignan","シャトーヌッフ・デュ・パプ・ピニャン","861","14","50"
"Vallée du Rhône / Côtes du Rhône","コート・デュ・ローヌ","5","1","Ch. Rayas","シャトー・ライヤス","2008","14000","Côtes du Rhône Châteaux de Fonsalette","コート・デュ・ローヌ・シャトー・ド・フォンサレット","862","14","102"
"Alsace / Pinot Gris","アルザス地方  /  ピノ・グリ","3","1","Dom. Bott Gayl","ドメーヌ・ボット・ゲイル","2000","7950","PInot Gris Grand Cru Sonnenglanz","ピノ・グリ・グラン・クリュ・ソーネングランツ","863","7","4"
"Alsace / Gewurztraminer ","アルザス地方  / ゲヴェルツトラミネール","3","1","Dom. Bott Gayl","ドメーヌ・ボット・ゲイル","2008","7350","Gewurztraminer Grand Cru Furstentum","ゲヴェルツトラミネール・グラン・クリュ・フルシュテンタム","864","7","3"
"Vallée de la Loire / Anjou & Saumur","ロワール河流域  /  アンジュー＆ソミュール地区","5","1","Château de Villeneuve","シャトー・ド・ヴィルヌーヴ","2009","6950","Saumur-Champigny Cuvée Grand Clos","ソミュール・シャンピニー・キュヴェ・グラン・クロ","865","8","101"
"Bourgogne / Côte de Nuits","ブルゴーニュ地方","5","1","Dom. des Tilleuls","ドメーヌ・デ・ティウル","2008","7800","Gevrey-Chambertin  Clos Village","ジュヴレ・シャンベルタン・クロ・ヴィラージュ","866","11","203"
"Champagne / Montagne de Reims","シャンパーニュ地方 / モンターニュ・ド・ランス地区","1","1","Reims","ランス","1985","55000","Charles Heidsieck Réserve Brut Cuvée Charlie","シャルル・エドシック・レゼルヴ・ブリュット・キュヴェ・チャーリー","867","1","1"
"Champagne / Montagne de Reims","シャンパーニュ地方 / モンターニュ・ド・ランス地区","1","1","Reims","ランス","1990","55000","Charles Heidsieck Réserve Brut Cuvée Charlie","シャルル・エドシック・レゼルヴ・ブリュット・キュヴェ・チャーリー","868","1","1"
"Bourgogne / Beaujolais","ブルゴーニュ地方 / ボジョレー地区","5","1","Dom. Julien Sunier","ドメーヌ・ジュリアン・スニエ","2013","","Beaujolais Nouveau 3bt SET","ボジョレー・ヌーボー　3本セット","869","11","600"
"Sud-Ouest","南西地方","3","1","Ch. du Cèdre","シャトー・デュ・セードル","2012","7800","Vin de Pays du Lot le Cèdre","ヴァン・ドゥ・ペイ・デュ・ロット・ル・セードル","870","10","1"
"Alsace / Pinot Noir","アルザス地方  /  ピノ・ノワール","5","1","Dom. René Muré","ドメーヌ・ルネ・ミューレ","2001","21000","Pinot Noir Cuvée Clos St Landelin","ピノ・ノワール・キュヴェ・クロ・サン・ランドラン","871","7","1"
"Alsace / Pinot Noir","アルザス地方  /  ピノ・ノワール","5","1","Dom. René Muré","ドメーヌ・ルネ・ミューレ","2002","21000","Pinot Noir Cuvée Clos St Landelin","ピノ・ノワール・キュヴェ・クロ・サン・ランドラン","872","7","1"
"Sicilia","シチリア島","5","5","Passopiscaro","パッソピシャーロ","2011","10500","I.G.T. Sicilia Porcaria","I.G.T. シチーリア・ポルカリア","873","20","14"
"Bourgogne / Beaujolais","ブルゴーニュ地方 / ボジョレー地区","5","1","Dom. Julien Sunier","ドメーヌ・ジュリアン・スニエ","2013","","Beaujolais Nouveau 3bt SET","ボジョレー・ヌーボー　3本セット","874","11","600"
"Bourgogne / Beaujolais","ブルゴーニュ地方 / ボジョレー地区","5","1","Dom. Julien Sunier","ドメーヌ・ジュリアン・スニエ","2013","","Beaujolais Nouveau 3bt SET","ボジョレー・ヌーボー　3本セット","875","11","600"
"Champagne / Montagne de Reims","シャンパーニュ地方 / モンターニュ・ド・ランス地区","1","1","Reims","ランス","1990","34650","Louis Roederer Millésime Brut","ルイ・ロデレール・ミレジム・ブリュット","876","1","1"
"Champagne / Montagne de Reims","シャンパーニュ地方 / モンターニュ・ド・ランス地区","1","1","Reims","ランス　","2002","34650","Taittinger Collection Brut","テタンジェ・コレクション・ブリュット","877","1","1"
"Vallée de la Loire / Touraine","ロワール河流域  / トゥーレーヌ地区","5","1","Dom. Charles Joget","ドメーヌ・シャルル・ジョゲ","2007","6800","Chinon les Varennes du Grand Clos","シノン・レ・ヴァレンヌ・デュ・グラン・クロ","878","8","201"
"Champagne / Valée de la Marne","シャンパーニュ地方 / ヴァレ・ド・ラ・マルヌ地区","1","1","Aÿ","アイ","S.A.","19800","Henri Giraud Code Noir Grand Cru Brut","アンリ･ジロー・コード・ノワール・グラン・クリュ・ブリュット","879","1","2"
"Bordeaux / Médoc / Margaux","ボルドー地方 / メドック地区 / マルゴー　(ブルジョワ級）","5","1","","","2000","10500","Ch. Labégorce Zede","シャトー・ラベゴルス・ゼデ","880","9","5"
"Bordeaux / Saint-Émilion","ボルドー地方 / サン・テミリオン地区","5","1","","","1997","6800","Ch. Lusseau","シャトー・ルソー","881","9","11"
"Bourgogne / Côte de Nuits","ブルゴーニュ地方 / コート・ドゥ・ニュイ地区","5","1","Dom. Poisot","ドメーヌ・ポワゾ","2010","47250","Romanée-Saint-Vivant Grand Cru","ロマネ・サン・ヴィヴァン・グラン・クリュ","882","11","231"
"Bourgogne / Côte de Beaune","ブルゴーニュ地方 / コート・ドゥ・ニュイ地区","3","1","Dom. Poisot","ドメーヌ・ポワゾ","2010","21000","Corton Charlemagne Grand Cru","コルトン・シャルルマーニュ・グラン・クリュ","883","11","302"
"Bourgogne / Côte de Beaune","ブルゴーニュ地方 / コート・ドゥ・ニュイ地区","3","1","Dom. Poisot","ドメーヌ・ポワゾ","2006","21000","Corton Charlemagne Grand Cru","コルトン・シャルルマーニュ・グラン・クリュ","884","11","302"
"Bourgogne / Côte de Beaune","ブルゴーニュ地方 / コート・ドゥ・ニュイ地区","5","1","Dom. Poisot","ドメーヌ・ポワゾ","2010","15750","Corton Bressandes Grand Cru","コルトン・ブレッサンド・グラン・クリュ","885","11","305"
"Roussillon","ルーション地方","5","1","Dom. Gauby","ドメーヌ・ゴービー","1994","15000","Côtes du Roussillon Villages Vieilles Vignes","コート・デュ・ルーシヨン・ヴィラージュ・ヴィエーユ・ヴィーニュ","886","27","2"
"Bourgogne / Côte de Beaune","ブルゴーニュ地方 / コート・ドゥ・ボーヌ地区","3","1","Dom. des Lambrays","ドメーヌ・デ・ランブレイ","2007","21000","Puligny-Montrachet 1er Cru Clos du Caillerets","ピュリニー・モンラッシェ・プルミエ・クリュ・クロ・デュ・カイユレ","887","11","324"
"Bordeaux / Saint-Émilion","ボルドー地方 / サン・テミリオン地区　(サンテミリオン特級）","5","1","","","1998","16800","Ch. Lynsolence","シャトー・ランソルンス","888","9","11"
"Bourgogne / Côte Chalonnaise","ブルゴーニュ地方 / コート・シャロネーズ地区","3","1","Dom. Ramonet","ドメーヌ・ラモネ","2011","6500","Bouzeron","ブーズロン","903","11","400"
"Bourgogne / Côte de Beaune","ブルゴーニュ地方 / コート・ドゥ・ボーヌ地区","3","1","Dom. Ramonet","ドメーヌ・ラモネ","2011","18000","Puligny-Montrachet 1er Cru Champ-Canet","ピュリニー・モンラッシェ・プルミエ・クリュ・シャン・カネ","904","11","324"
"Bourgogne / Côte de Beaune","ブルゴーニュ地方 / コート・ドゥ・ボーヌ地区","3","1","Dom. Ramonet","ドメーヌ・ラモネ","2011","14700","Chassagne Montrachet 1er Cru les Ruchottes","シャサーニュ・モンラッシェ・プルミエ・クリュ・レ・ルショット","905","11","335"
"Vallée du Rhône / Vignoble Septentrional","ローヌ河流域 / ローヌ地方北部の栽培地域","5","1","Dom. René Rostaing","ドメーヌ・ルネ・ロスタン","2009","12600","Côte-Rôtie Cuvée Classique Ampodium","コート・ロティ・キュヴェ・クラシック・アンポディウム","906","14","1"
"Bourgogne / Côte de Nuits","ブルゴーニュ地方 / コート・ドゥ・ニュイ地区","5","1","Dom. Anne et Sébastien Bidault-Gibourg","ドメーヌ・アンヌ・エ・セバスチャン・ビドー・ジブール","2011","8400","Morey-Saint-Denis les Porroux","モレ・サン・ドニ・レ・ポロー","907","11","217"
"Bourgogne / Côte de Nuits","ブルゴーニュ地方 / コート・ドゥ・ニュイ地区","5","1","Dom. Anne et Sébastien Bidault-Gibourg","ドメーヌ・アンヌ・エ・セバスチャン・ビドー・ジブール","2011","21000","Clos de la Roche Grand Cru","クロ・ド・ラ・ロッシュ・グラン・クリュ","908","11","215"
"Bourgogne / Côte de Beaune","ブルゴーニュ地方 / コート・ドゥ・ボーヌ地区","3","1","Dom. Coffinet-Duvernay","ドメーヌ・コフィネ・デュヴェルネイ","2010","21000","Bâtard-Montrachet Grand Cru ","バタール・モンラッシェ・グラン・クリュ","909","11","327"
"Champagne / Côte des Blancs","シャンパーニュ地方 / コート・デ・ブラン地区","1","1","Avize","アヴィーズ","S.A.","13000","Varnier Fanniere Grand Cru Brut Blanc de Blancs Cuvée Saint Denis","ヴァルニエ・ファニエール・グラン・クリュ・ブリュット・ブラン・ド・ブラン・キュヴェ・サン・ドニ","910","1","3"
"East Sussex","イースト･サセックス州","1","11","Ridgeview Wine Estate","リッジヴュー・ワイン・エステート","2009","8400","Ridgeview Victoria Brut","リッジヴュー・ヴィクトリア・ブリュット","911","32","1"
"Champagne / Côte des Blancs","シャンパーニュ地方 / コート・デ・ブラン地区","1","1","le Mesnil-sur-Oger","ル・メニル・スュル・オジェ","2008","11550","Guy Charlemagne Grand Cru Brut Blanc de Blancs Cuvee Charlemagne","ギィ･シャルルマーニュ・グラン・クリュ・ブリュット・ブラン･ド･ブラン・キュヴェ・シャルルマーニュ","912","1","3"
"Champagne / Côte des Blancs","シャンパーニュ地方 / コート・デ・ブラン地区","1","1","le Mesnil-sur-Oger","ル・メニル・スュル・オジェ","S.A.","8800","Guy Charlemagne Demi-Sec","ギィ･シャルルマーニュ・ドゥミ・セック","913","1","3"
"Champagne / Montagne de Reims","シャンパーニュ地方 / モンターニュ・ド・ランス地区","1","1","Rilly la Montagne","リリィ・ラ・モンターニュ","2005","21000","Vilmart 1er Cru Brut Cœur de Cuvée","ヴィルマール・プルミエ・クリュ・ブリュット・クール・ドゥ・キュヴェ","914","1","1"
"Champagne / Valée de la Marne","シャンパーニュ地方 / ヴァレ・ド・ラ・マルヌ地区","1","1","Aÿ","アイ","S.A.","10800","Gatinois Grand Cru Brut Rosé","ガティノワ・グラン・クリュ・ブリュット・ロゼ","915","1","2"
"Champagne / Montagne de Reims","シャンパーニュ地方 / モンターニュ・ド・ランス地区","1","1","Ambonnay","アンボネイ","1999","31500","Eric Rodez Grand Cru Brut Cœur de Terroir","エリック・ロデス・グラン・クリュ・ブリュット・クール・ドゥ・テロワール","916","1","1"
"Vallée du Rhône / Vignoble Septentrional","ローヌ河流域 / ローヌ地方北部の栽培地域","5","1","Dom. Mathilde et Yves Gangloff","ドメーヌ・マチルド・エ・イヴ・ガングロフ","1999","21000","Côte-Rôtie la Barbarin","コート・ロティ・ラ・バルバリン","917","14","1"
"Vallée du Rhône / Vignoble Méridional","ローヌ河流域 / ローヌ地方南部の栽培地域","5","1","Ch. Rayas","シャトー・ライヤス","1995","31500","Châteauneuf-du-Pape Pignan","シャトーヌッフ・デュ・パプ・ピニャン","918","14","50"
"Bourgogne / Mâconnais","ブルゴーニュ地方 / マコネー地区","3","1","Dom. Guffens Heynen","ドメーヌ・ギュファン・エナン","1998","21000","Pouilly-Fuissé Cuvée Premier Jus ","プイイ・フュイッセ・キュヴェ・プルミエ・ジュ","919","11","506"
"Champagne / Montagne de Reims","シャンパーニュ地方 / モンターニュ・ド・ランス地区","1","1","Verzy","ヴェルジィ","S.A.","21000","Penet Chardonnet Brut Nature Cuvée Collection Privée 25","プネ・シャルドネ・ブリュット・ナチュール・キュヴェ・コレクション・プリヴェ・ヴァンサンカン","920","1","1"
"Bourgogne / Côte de Nuits","ブルゴーニュ地方 / コート・ドゥ・ニュイ地区","5","1","Dom. Robert Chevillon","ドメーヌ・ロベール・シュヴィヨン","2011","15750","Nuits-Saint-Georges 1er Cru les Cailles","ニュイ・サン・ジョルジュ・プルミエ・クリュ・レ・カイユ","921","11","234"
"Bourgogne / Côte de Nuits","ブルゴーニュ地方 / コート・ドゥ・ニュイ地区","5","1","Dom. Robert Chevillon","ドメーヌ・ロベール・シュヴィヨン","2011","15750","Nuits-Saint-Georges 1er Cru les Saint Georges","ニュイ・サン・ジョルジュ・プルミエ・クリュ・レ・サン・ジョルジュ","922","11","234"
"Bourgogne / Côte de Nuits","ブルゴーニュ地方 / コート・ドゥ・ニュイ地区","5","1","Dom. Robert Chevillon","ドメーヌ・ロベール・シュヴィヨン","2011","15750","Nuits-Saint-Georges 1er Cru les Vaucranins","ニュイ・サン・ジョルジュ・プルミエ・クリュ・レ・ヴォークラン","923","11","234"
"Jura","ジュラ地方","3","1","Dom. Jean François Ganevat","ドメーヌ・ジャン・フランソワ・ガヌヴァ","2002","13650","Côtes du Jura Savagnin Cuvée les Vignes de Mon Père","コート・デュ・ジュラ・サヴァニャン・キュヴェ・レ・ ヴィーニュ・ドゥ・モン・ペール","924","12","1"
"Champagne / Côte des Blancs","シャンパーニュ地方 / コート・デ・ブラン地区","1","1","le Mesnil-sur-Oger","ル・メニル・スュル・オジェ","1990","105000","Alain Robert Grand Cru Brut Blanc de Blancs Mesnil Réserve","アラン・ロベール・グラン・クリュ・ブリュット・ブラン･ド･ブラン・メニル・レゼルヴ","925","1","3"
"Piemonte","ピエモンテ州","3","5","Bertelli","ベルテッリ","2007","8400","Vino da Tavola Plissé"," ヴィーノ・ダ・ターボラ・プリセ","926","20","5"
"Piemonte","ピエモンテ州","3","5","Bertelli","ベルテッリ","2009","9000","Vino da Tavola I Fossaretti Sauvignon Blanc","ヴィーノ・ダ・ターボラ・イ・フォサレッティ・ソーヴィニヨン・ブラン","927","20","5"
"Champagne / Côte des Blancs","シャンパーニュ地方 / コート・デ・ブラン地区","1","1","Vertus","ヴェルテュ","S.A.","8800","Larmandier-Bernier 1er Cru Brut Blanc de Blancs Longitude","ラルマンディエ・ベルニエ・プルミエ・クリュ･ブリュット・ブラン･ド･ブラン・ロンジテュード","928","1","3"
"Champagne / Côte des Blancs","シャンパーニュ地方 / コート・デ・ブラン地区","1","1","Vertus","ヴェルテュ","2008","9000","Larmandier-Bernier 1er Cru Brut Nature Blanc de Blancs Terre de Vertus","ラルマンディエ・ベルニエ・プルミエ・クリュ･ブリュット・ナチュール・ブラン･ド･ブラン・テール・ドゥ・ヴェテュ","929","1","3"
"Vallée du Rhône / Vignoble Septentrional","ローヌ河流域 / ローヌ地方北部の栽培地域","5","1","Dom. Cluesel-Roch","ドメーヌ・クリューゼル・ロック","1989","52150","Côte-Rôtie Grandes Places","コート・ロティ・グラン・プラス","930","14","1"
